         26329217 function calls (26046623 primitive calls) in 18.219 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      176    0.001    0.000    0.004    0.000 axis.py:2638(_update_offset_text_position)
    11605    0.003    0.000    0.004    0.000 pjit.py:232(<genexpr>)
       18    0.000    0.000    0.004    0.000 colorbar.py:983(_set_scale)
    18928    0.004    0.000    0.004    0.000 text.py:1262(set_text)
     3816    0.002    0.000    0.004    0.000 core.py:3237(_compact_eqn_should_include)
     1683    0.003    0.000    0.004    0.000 transforms.py:368(bounds)
       18    0.000    0.000    0.004    0.000 axis.py:807(_set_axes_scale)
     3074    0.002    0.000    0.004    0.000 lines.py:962(_get_markerfacecolor)
       16    0.000    0.000    0.004    0.000 ufuncs.py:270(true_divide)
      183    0.002    0.000    0.004    0.000 _decomp_svd.py:13(svd)
     2427    0.004    0.000    0.004    0.000 {built-in method numpy.arange}
     1639    0.000    0.000    0.004    0.000 getlimits.py:612(tiny)
      104    0.000    0.000    0.004    0.000 arrayprint.py:452(_get_format_function)
    16565    0.003    0.000    0.004    0.000 sharding_impls.py:920(is_auto)
      321    0.004    0.000    0.004    0.000 func.py:77(type)
      319    0.000    0.000    0.004    0.000 lax_numpy.py:4807(<genexpr>)
      882    0.001    0.000    0.004    0.000 sharding_impls.py:861(__hash__)
     1130    0.003    0.000    0.004    0.000 {built-in method matplotlib._path.update_path_extents}
        7    0.000    0.000    0.004    0.001 {built-in method builtins.__import__}
      246    0.004    0.000    0.004    0.000 {built-in method io.open}
      944    0.001    0.000    0.004    0.000 source_info_util.py:289(reset_name_stack)
     2324    0.001    0.000    0.004    0.000 artist.py:1043(set_visible)
      710    0.001    0.000    0.004    0.000 artist.py:264(have_units)
     5511    0.002    0.000    0.004    0.000 lax.py:1365(<genexpr>)
      640    0.001    0.000    0.004    0.000 patches.py:2137(_theta_stretch)
     5882    0.002    0.000    0.004    0.000 pjit.py:1825(<listcomp>)
       79    0.000    0.000    0.004    0.000 lax.py:2678(_dot_general_dtype_rule)
     3055    0.001    0.000    0.004    0.000 lax.py:4929(<genexpr>)
      321    0.003    0.000    0.004    0.000 _func_ops_gen.py:249(__init__)
    17971    0.004    0.000    0.004    0.000 transforms.py:1758(<lambda>)
      783    0.001    0.000    0.004    0.000 api_util.py:606(_numpy_array_abstractify)
    37260    0.004    0.000    0.004    0.000 ad_util.py:63(__init__)
     1514    0.002    0.000    0.004    0.000 dispatch.py:165(log_elapsed_time)
       51    0.002    0.000    0.004    0.000 pathPlanning.py:422(waypoint_position_constraint_jac)
     1530    0.001    0.000    0.004    0.000 {method 'clip' of 'numpy.ndarray' objects}
      144    0.000    0.000    0.004    0.000 core.py:4210(__add__)
    10628    0.003    0.000    0.004    0.000 core.py:1990(is_constant_dim)
    40768    0.004    0.000    0.004    0.000 dtypes.py:477(<genexpr>)
        1    0.000    0.000    0.004    0.004 linalg.py:443(<lambda>)
       36    0.000    0.000    0.004    0.000 collections.py:2003(set_array)
       54    0.000    0.000    0.004    0.000 ticker.py:425(__init__)
    24188    0.004    0.000    0.004    0.000 array.py:253(sharding)
      942    0.002    0.000    0.004    0.000 lax_numpy.py:5057(_preprocess_slice)
     6934    0.002    0.000    0.004    0.000 cbook.py:2309(_unpack_to_numpy)
    32000    0.004    0.000    0.004    0.000 artist.py:933(get_rasterized)
    10686    0.004    0.000    0.004    0.000 {method 'tolist' of 'numpy.ndarray' objects}
      158    0.000    0.000    0.004    0.000 lax.py:2683(type_properties)
    21869    0.004    0.000    0.004    0.000 core.py:2784(<genexpr>)
     6510    0.001    0.000    0.004    0.000 mlir.py:1546(aval)
      691    0.002    0.000    0.004    0.000 api_util.py:613(_np_scalar_abstractify)
      234    0.000    0.000    0.004    0.000 cache_key.py:90(<lambda>)
        3    0.000    0.000    0.004    0.001 pjit.py:1680(_pjit_batcher)
     5979    0.003    0.000    0.004    0.000 util.py:147(<listcomp>)
     9193    0.004    0.000    0.004    0.000 lax.py:4965(<genexpr>)
    41073    0.004    0.000    0.004    0.000 linalg.py:2379(_norm_dispatcher)
     5882    0.003    0.000    0.004    0.000 pjit.py:1841(<listcomp>)
      403    0.003    0.000    0.004    0.000 _stablehlo_ops_gen.py:3319(__init__)
      661    0.001    0.000    0.004    0.000 transforms.py:788(frozen)
      136    0.000    0.000    0.004    0.000 _itertools.py:4(unique_everseen)
     3981    0.002    0.000    0.004    0.000 artist.py:625(get_snap)
     1530    0.000    0.000    0.004    0.000 _methods.py:47(_sum)
      974    0.001    0.000    0.004    0.000 lax_numpy.py:4715(_int)
 1024/952    0.002    0.000    0.004    0.000 spines.py:339(get_spine_transform)
        2    0.000    0.000    0.004    0.002 vectorize.py:177(new_func)
     1585    0.003    0.000    0.004    0.000 lax_numpy.py:4703(_merge_static_and_dynamic_indices)
        2    0.000    0.000    0.004    0.002 linalg.py:1414(_lu_solve_core)
       18    0.000    0.000    0.004    0.000 axis.py:2667(set_ticks_position)
      356    0.000    0.000    0.004    0.000 fromnumeric.py:1025(argsort)
       36    0.000    0.000    0.004    0.000 cm.py:512(set_array)
      125    0.001    0.000    0.004    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:150(mahalonobis_distance)
     2639    0.001    0.000    0.004    0.000 partial_eval.py:1908(<lambda>)
     4808    0.002    0.000    0.004    0.000 backend_bases.py:989(set_joinstyle)
 1629/885    0.001    0.000    0.004    0.000 _base.py:989(get_yaxis_transform)
     2901    0.002    0.000    0.004    0.000 _base.py:562(<dictcomp>)
       86    0.000    0.000    0.004    0.000 cm.py:393(__init__)
     1639    0.003    0.000    0.003    0.000 getlimits.py:589(smallest_normal)
    18147    0.003    0.000    0.003    0.000 linear_util.py:93(store)
     9016    0.003    0.000    0.003    0.000 getlimits.py:696(min)
     8317    0.002    0.000    0.003    0.000 transforms.py:2255(get_affine)
      260    0.000    0.000    0.003    0.000 text.py:342(update_from)
        6    0.000    0.000    0.003    0.001 lax_numpy.py:3358(matmul)
     2222    0.002    0.000    0.003    0.000 font_manager.py:749(set_variant)
       32    0.000    0.000    0.003    0.000 core.py:2332(masked_invalid)
        3    0.000    0.000    0.003    0.001 batching.py:756(batch_jaxpr2)
      104    0.000    0.000    0.003    0.000 extras.py:287(__call__)
     2626    0.001    0.000    0.003    0.000 {built-in method _functools.reduce}
      390    0.000    0.000    0.003    0.000 copy.py:237(_deepcopy_method)
      273    0.000    0.000    0.003    0.000 transforms.py:1602(transform_path_affine)
        2    0.000    0.000    0.003    0.002 batching.py:772(_batch_jaxpr2)
     1648    0.001    0.000    0.003    0.000 core.py:2005(definitely_equal_one_of_dim)
      276    0.001    0.000    0.003    0.000 ad.py:74(jvpfun)
     1688    0.000    0.000    0.003    0.000 partial_eval.py:1928(<listcomp>)
    24656    0.003    0.000    0.003    0.000 _base.py:837(<genexpr>)
    16965    0.003    0.000    0.003    0.000 __init__.py:152(<genexpr>)
     2268    0.001    0.000    0.003    0.000 lax.py:2961(<genexpr>)
     7107    0.003    0.000    0.003    0.000 api_util.py:258(_ensure_inbounds)
      243    0.000    0.000    0.003    0.000 _stablehlo_ops_gen.py:5117(subtract)
       54    0.000    0.000    0.003    0.000 ticker.py:537(set_useMathText)
      564    0.003    0.000    0.003    0.000 angleUnwrapper.py:12(unwrap_angles)
      782    0.001    0.000    0.003    0.000 text.py:982(set_color)
      234    0.001    0.000    0.003    0.000 cache_key.py:233(_hash_xla_flags)
       79    0.000    0.000    0.003    0.000 backend_agg.py:274(clear)
     1199    0.003    0.000    0.003    0.000 numeric.py:67(zeros_like)
      224    0.000    0.000    0.003    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:469(stack_measurement_jacobian)
      650    0.002    0.000    0.003    0.000 artist.py:1155(update_from)
      765    0.001    0.000    0.003    0.000 fromnumeric.py:2593(ptp)
    45548    0.003    0.000    0.003    0.000 font_manager.py:655(get_family)
      234    0.000    0.000    0.003    0.000 pxla.py:1141(global_avals_to_results_handler)
     1686    0.002    0.000    0.003    0.000 lines.py:1123(set_linewidth)
       36    0.000    0.000    0.003    0.000 _axes.py:5799(<listcomp>)
      234    0.001    0.000    0.003    0.000 pxla.py:2475(_get_in_shardings_from_xla)
      198    0.003    0.000    0.003    0.000 linalg.py:492(inv)
      976    0.001    0.000    0.003    0.000 xla.py:138(canonicalize_dtype)
       79    0.003    0.000    0.003    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
     7965    0.002    0.000    0.003    0.000 text.py:284(get_rotation)
    10363    0.003    0.000    0.003    0.000 pjit.py:1484(<listcomp>)
       36    0.000    0.000    0.003    0.000 axis.py:2536(_init)
       36    0.001    0.000    0.003    0.000 colors.py:701(__call__)
       46    0.000    0.000    0.003    0.000 lax.py:2371(_compare_lower_hlo)
      596    0.001    0.000    0.003    0.000 function_base.py:2374(_get_ufunc_and_otypes)
       88    0.000    0.000    0.003    0.000 lax.py:2519(_convert_element_type_lower)
     4808    0.001    0.000    0.003    0.000 backend_bases.py:919(set_capstyle)
     2934    0.002    0.000    0.003    0.000 core.py:671(getdata)
        1    0.000    0.000    0.003    0.003 lax_numpy.py:3064(diagonal)
      752    0.002    0.000    0.003    0.000 core.py:3344(last_used)
       43    0.000    0.000    0.003    0.000 lax.py:421(sub)
    32751    0.003    0.000    0.003    0.000 artist.py:841(get_visible)
      206    0.000    0.000    0.003    0.000 least_squares.py:827(fun_wrapped)
    28248    0.003    0.000    0.003    0.000 path.py:211(vertices)
      796    0.002    0.000    0.003    0.000 sharding_impls.py:852(__eq__)
       53    0.000    0.000    0.003    0.000 lax.py:2258(_mul_transpose)
     3002    0.002    0.000    0.003    0.000 stride_tricks.py:538(<listcomp>)
      468    0.002    0.000    0.003    0.000 function_base.py:2285(__init__)
      160    0.000    0.000    0.003    0.000 lax.py:3307(_concatenate_lower)
       36    0.000    0.000    0.003    0.000 axis.py:2298(_init)
    22643    0.003    0.000    0.003    0.000 __init__.py:78(<genexpr>)
     2508    0.001    0.000    0.003    0.000 mlir.py:1088(subset)
    44372    0.003    0.000    0.003    0.000 inspect.py:2699(kind)
     2028    0.002    0.000    0.003    0.000 lax.py:3058(_broadcast_in_dim_fwd_rule)
      177    0.000    0.000    0.003    0.000 axis.py:494(_get_text2_transform)
    11109    0.003    0.000    0.003    0.000 ad.py:470(full_lower)
    30471    0.003    0.000    0.003    0.000 fromnumeric.py:3172(_ndim_dispatcher)
     5882    0.002    0.000    0.003    0.000 pjit.py:1840(<dictcomp>)
     6489    0.001    0.000    0.003    0.000 core.py:2054(<genexpr>)
     3949    0.003    0.000    0.003    0.000 _ods_common.py:77(get_default_loc_context)
     1917    0.002    0.000    0.003    0.000 dispatch.py:159(is_single_device_sharding)
     2050    0.002    0.000    0.003    0.000 source_info_util.py:174(raw_frame_to_frame)
     2627    0.002    0.000    0.003    0.000 numeric.py:1855(isscalar)
     1530    0.003    0.000    0.003    0.000 _methods.py:90(_clip)
      234    0.001    0.000    0.003    0.000 pxla.py:2768(_maybe_get_and_check_out_shardings)
     1234    0.001    0.000    0.003    0.000 __init__.py:430(_replace)
    19059    0.003    0.000    0.003    0.000 linear_util.py:90(__init__)
      183    0.000    0.000    0.003    0.000 least_squares.py:874(jac_wrapped)
       52    0.000    0.000    0.003    0.000 lax.py:429(div)
  476/251    0.001    0.000    0.003    0.000 functools.py:961(__get__)
     7329    0.002    0.000    0.003    0.000 source_info_util.py:122(__len__)
      726    0.001    0.000    0.003    0.000 mlir.py:93(dense_int_array_v6)
    23038    0.003    0.000    0.003    0.000 ad.py:269(__init__)
      177    0.000    0.000    0.003    0.000 _base.py:1043(get_yaxis_text2_transform)
       80    0.000    0.000    0.003    0.000 lax.py:219(neg)
       25    0.000    0.000    0.003    0.000 lax.py:2228(_sub_jvp)
     2310    0.001    0.000    0.003    0.000 utils.py:31(_input_dtype)
      177    0.000    0.000    0.003    0.000 axis.py:491(_get_text1_transform)
     1902    0.002    0.000    0.003    0.000 lines.py:33(_get_dash_pattern)
       18    0.000    0.000    0.003    0.000 collections.py:1398(__init__)
     1686    0.001    0.000    0.003    0.000 lines.py:1407(set_dash_capstyle)
       60    0.000    0.000    0.003    0.000 arrayprint.py:411(<lambda>)
    49643    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
     1190    0.000    0.000    0.003    0.000 axis.py:338(_set_artist_props)
     1686    0.000    0.000    0.003    0.000 lines.py:1211(set_markeredgecolor)
       18    0.000    0.000    0.003    0.000 colorbar.py:124(__init__)
    32000    0.003    0.000    0.003    0.000 artist.py:960(get_agg_filter)
     1072    0.000    0.000    0.003    0.000 core.py:1700(strip_named_shape)
     2563    0.002    0.000    0.003    0.000 core.py:247(in_avals)
      158    0.000    0.000    0.003    0.000 contextlib.py:533(__exit__)
     2825    0.002    0.000    0.003    0.000 lax_numpy.py:4519(<setcomp>)
       60    0.000    0.000    0.003    0.000 arrayprint.py:907(__init__)
       51    0.000    0.000    0.003    0.000 pyOpt_optimizer.py:640(_convertJacobian)
     1422    0.000    0.000    0.003    0.000 core.py:1621(strip_weak_type)
      570    0.001    0.000    0.003    0.000 pjit.py:249(<listcomp>)
      216    0.000    0.000    0.003    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:446(measurement_residual)
     9744    0.003    0.000    0.003    0.000 getlimits.py:709(max)
     6376    0.003    0.000    0.003    0.000 api_util.py:670(<listcomp>)
      497    0.001    0.000    0.003    0.000 slicing.py:1429(_gather_dtype_rule)
     6717    0.002    0.000    0.003    0.000 linear_util.py:163(__name__)
     3141    0.002    0.000    0.003    0.000 lax_numpy.py:4475(_is_integer_index)
      177    0.000    0.000    0.003    0.000 _base.py:1017(get_yaxis_text1_transform)
     3966    0.002    0.000    0.003    0.000 transforms.py:341(intervaly)
       72    0.001    0.000    0.003    0.000 transforms.py:1719(set)
    47078    0.003    0.000    0.003    0.000 font_manager.py:700(get_size)
     1775    0.001    0.000    0.003    0.000 fromnumeric.py:1881(nonzero)
      224    0.000    0.000    0.003    0.000 multipleEmitterOnlineLocationAndPowerEstimator.py:470(<listcomp>)
    24459    0.003    0.000    0.003    0.000 pjit.py:1807(<genexpr>)
      721    0.000    0.000    0.003    0.000 artist.py:1112(set_zorder)
     5256    0.002    0.000    0.003    0.000 pjit.py:1787(<listcomp>)
     2481    0.003    0.000    0.003    0.000 core.py:118(__init__)
     2115    0.002    0.000    0.003    0.000 getlimits.py:484(__new__)
       88    0.000    0.000    0.003    0.000 mlir.py:2107(convert_hlo)
      629    0.002    0.000    0.003    0.000 shape_base.py:292(hstack)
     2743    0.002    0.000    0.003    0.000 markers.py:273(__bool__)
     4932    0.003    0.000    0.003    0.000 {built-in method builtins.min}
      135    0.000    0.000    0.003    0.000 __init__.py:629(entry_points)
